Proteo,Loadings_p,Loadings_o,VIP
MT1368,-0.0164591610089538,0.221394253764436,2.49498609312164e-05
MT1369,0.650342416789946,-0.0148856308188664,0.000312497008163488
MT1370,0.317247552733568,-0.059739102562052,5.43906968300521e-05
MT1371,0.951292129959269,0.147570403119114,0.000391962315229412
MT1372,0.0443011173167432,0.0256435077351052,8.68255160406339e-05
MT1374,-18.4264782259056,-6.23409765802777,0.00247003623219044
MT1376,-37.1481835705649,-31.8563931861774,0.00486522288158724
MT1390,-0.786576739202697,-1.69476405222351,0.000396079042283064
MT1394,-0.16148939415897,-0.688444625607061,7.23545967005282e-05
MT1395,0.0107503076549347,0.31390365435063,6.51191370304751e-05
MT1396,0.482248949051434,0.160860932217191,4.36622566296285e-05
MT1485,3.05556842761049,2.43044520792962,0.000124749304656084
MT1575,0.449302738710969,0.233352990275487,0.000137224235121691
MT1577,-0.35036082240177,0.135383762671936,7.48495827936498e-05
MT1578,0.322449946144974,0.0639818943769022,8.7324513259258e-05
MT1579,0.756736658068349,0.0195566978016267,0.000118511839423279
MT1580,-0.414197664752935,3.01691581907873,0.000461572427227509
MT1642,-1.15990880478161,-1.43289863949104,0.000350545546083594
MT1643,-116.445437319132,-80.2162471892334,0.0349298053037033
MT1645,-0.553546042916584,-0.109456084690829,9.35619784920627e-05
MT1646,-2.11315821361806,-0.206964312344546,0.00031561574077989
MT1647,-2.3086208502469,4.03854196110705,0.000664913793816924
MT1648,-0.0250305536520025,0.0593660568668337,3.36823122571423e-05
MT1649,214.528545507094,103.1061225578,0.00686121175608463
MT1650,10.229373259902,15.1730510845216,0.00143461700354492
MT1651,-122.416263513754,-6.44506990215676,0.0189618943077247
MT1652,-61.2004583800363,426.099440145985,0.041853391712116
MT1653,2.35360993419226,15.5934830600921,0.00455334961994702
MT1654,30.1745662609737,26.9622468442254,0.0026197353977777
MT1675,3.2627449934158,-1.53749116859345,7.54077111826817e-05
MT1676,13.0489017040283,4.66236129523374,0.00188196801004167
MT1677,0.351573561300822,-0.269138366687452,0.00014943719204752
MT1678,0.849709184468736,-0.505736071604829,0.000179445512533238
MT1679,-0.723328948846402,-0.251711684054093,0.000213417243177183
MT1680,3.3101940189671,2.56286830303735,0.000620415716846098
MT1681,6.45344768271232,-0.0220458379983655,0.00118829326403629
MT1682,-6.26292159494992,0.451726853249053,0.00129237210790807
MT1683,1.36965379167294,-0.380995075348101,0.000402149717695542
MT1684,1.87019304680521,2.56812044183389,0.000842001669241466
MT1685,-1.14599998443087,0.294077707725203,0.00061284468154652
MT1686,-2.0605407050344,1.8262525233103,7.74668232053339e-05
MT1687,0.640403757105364,-0.70790159680373,0.000402348767686052
